fassen|to grab, grasp, hold|Sie fasst seine Hand und hält sie fest.|She grabs his hand and holds it tight.
das Zentrum|center|Dirk arbeitet im Zentrum der Stadt.|Dirk works in the center of town.
anrufen|to call|Günter ruft jede Woche bei seiner Tochter an.|Günter calls his daughter every week.
entfernen|to remove, leave|Wir versuchen, den Fleck zu entfernen.|We’re trying to remove the stain.
der Juni|June|Juni ist der sechste Monat des Jahres.|June is the sixth month of the year.
die Haut|skin|Zu viel Sonne ist nicht gut für die Haut.|Too much sun is not good for the skin.
verfolgen|to pursue, chase|Sie werden von der Polizei verfolgt.|They’re being chased by the police.
gesellschaftlich|social|Die Regierung reagiert auf die gesellschaftlichen Probleme.|The government reacts to social problems.
der Schutz|protection|Die Armee ist für den Schutz des Landes verantwortlich.|The army is responsible for the protection of the country.
die Generation|generation|Diese Musik ist bei der Generation meiner Mutter sehr beliebt.|This music is very popular with my mother’s generation.
chinesisch|Chinese|Jürgen arbeitet für ein chinesisches Unternehmen.|Jürgen works for a Chinese company.
chinesisch|Chinese|Chinesisch ist schwer zu lernen.|Chinese is hard to learn.
das Zeichen|sign|Was bedeutet dieses Zeichen?|What does this sign mean?
die Wahrheit|truth|Ich glaube, dass er nicht die Wahrheit sagt.|I don’t think he’s telling the truth.
der Haushalt|household, budget|Der Haushalt von Familie Krämer besteht aus den Eltern und drei Kindern.|The Krämer family household consists of the parents and three children.
der Garten|garden|Sie sitzt auf einer Bank im Garten.|She’s sitting on a bench in the garden.
hinten|at/in the back|Unsere Kinder sitzen hinten im Auto.|Our children are sitting in the back of the car.
auffallen|to stand out, notice|Mir fällt erst jetzt auf, dass du blaue Augen hast.|I didn’t notice you had blue eyes until now.
der Gegensatz|opposite, contrast|Der Gegensatz von warm ist kalt.|The opposite of warm is cold.
verteilen|to distribute|Die Chancen auf Bildung müssen gerecht verteilt werden.|The opportunities for education must be fairly distributed.
das Papier|paper|Sie schreibt ihre Nummer auf ein kleines Stück Papier.|She writes her number on a little piece of paper.
physikalisch|physical|Es gibt physikalische Gesetzte für das Verhältnis von Kraft und Masse.|There are physical laws for the relationship between power and mass.
angesichts|in view of|Angesichts der politischen Lage muss die Regierung schnell handeln.|In view of the political situation, the government has to act quickly.
leise|quiet, soft|Er spricht mit leiser Stimme.|He speaks in a quiet voice.
vermutlich|probably|Ich werde vermutlich zu Hause bleiben.|I’ll probably stay home.
eindeutig|clear|Sie haben eine eindeutige Wahl getroffen.|They’ve made a clear choice.
heraus|out, outside|Wir kommen heraus und gehen auf die Straße.|We come outside and go out into the street.
falls|in case, if|Falls du müde bist, können wir auch nach Hause gehen.|If you’re tired, we can go home.
erstmals|for the first time|Auf der Party hat sie erstmals mit mir gesprochen.|She talked to me for the first time at the party.
der Partner|partner|Üben Sie den Dialog mit einem Partner.|Practice the dialogue with a partner.
nachdenken|to think about, reflect|Wir denken erst darüber nach, bevor wir eine Entscheidung treffen.|We think about it before we make a decision.
die Ausbildung|training, development|Die Ausbildung bereitet Jugendliche auf ihren Beruf vor.|The training prepares adolescents for their profession.
der Wagen|car, carriage|Wo hast du deinen Wagen geparkt?|Where did you park your car?
das Schiff|ship|Das Schiff transportiert Öl.|The ship is transporting oil.
tausend|thousand|Tausend Menschen nehmen an den Demonstrationen teil.|A thousand people take part in the demonstrations.
die Tat|deed, action|Der Mann steht für seine Taten vor Gericht.|The man is facing trial for his actions.
obere|upper|Die obere Hälfte des Brotes ist verbrannt.|The upper half of the bread is burned.
die Gleichung|equation|Die Lehrerin erklärt die chemische Gleichung.|The teacher explains the chemical equation.
der Stein|rock, stone|Sie werfen Steine auf die Polizei.|They throw stones at the police.
kümmern (sich)|to take care of, be concerned|Bitte kümmere dich gut um meinen Hund.|Please take good care of my dog.
mittlere|middle, average|Sie öffnet das rechte und das mittlere Fenster.|She opens the right and the middle window.
erheben|to raise|Interviews sind eine Möglichkeit, um Daten zu erheben.|Interviews are one way to raise data.
die Erklärung|explanation|Ich habe keine Erklärung für diesen Unfall.|I have no explanation for this accident.
das Konzept|concept, idea, plan|Die Schule arbeitet nach einem demokratischen Konzept.|The school works according to a democratic idea.
der Mittwoch|Wednesday|Unser Treffen findet am Mittwoch statt.|Our meeting is on Wednesday.
stören|to disturb, bother|Sonja möchte bei ihrer Arbeit nicht gestört werden.|Sonja doesn’t want to be disturbed in her work.
die Spur|track, lane|Der Hund folgt den Spuren.|The dog follows the tracks.
berliner|(of) Berlin|Teile der Berliner Mauer stehen heute noch.|Parts of the Berlin Wall still stand today.
die Herausforderung|challenge|Du musst dich der Herausforderung stellen.|You have to face the challenge.
starten|to start|Im Sommer startet ein neuer Kurs.|A new course starts in summer.
staatlich|state, government, national|Die Bauern sind von staatlichen Subventionen abhängig.|Farmers are dependent on state subsidies.
verbessern|to improve, correct|Das Rauchverbot wird die Qualität der Luft verbessern.|The smoking ban will improve the quality of the air.
heiß|hot|Sei vorsichtig, der Tee ist heiß.|Be careful, the tea is hot.
die Vergangenheit|past|Sie wollen ihre Vergangenheit vergessen.|They want to forget their past.
das Gleichgewicht|balance|Die Übung verbessert dein Gleichgewicht.|The exercise improves your balance.
Griechenland|Greece|Griechenland ist Mitglied in der Europäischen Union.|Greece is a member of the European Union.
das Maß|measure|Hast du die Maße der neuen Wohnung?|Do you have the measurements of the new apartment?
abgeben|to give, hand in, submit|Morgen müssen wir einen Text bei Herrn Schneider abgeben.|Tomorrow we have to hand in a text to Mr. Schneider.
der Bericht|report|Der Bericht wurde einen Tag vor der Wahl veröffentlicht.|The report was published one day before the election.
die Qualität|quality|Sie verkaufen nur Produkte mit hoher Qualität.|They only sell products of high quality.
der Rand|edge|Sie sitzt auf dem Rand ihres Stuhles.|She’s sitting on the edge of her chair.
Italien|Italy|Rom ist die Hauptstadt von Italien.|Rome is the capital of Italy.
der Kern|seed, core, nucleus|Wir sollten den Kern des Problems analysieren.|We should analyze the core of the problem.
der Winter|winter|Der Winter dauert von November bis März.|Winter lasts from November to March.
der Hintergrund|background|Theresa wird vor einem schwarzen Hintergrund fotografiert.|Theresa is photographed against a black background.
Osten|east|Die Sonne geht im Osten auf.|The sun rises in the east.
Amerika|America|Amerika importiert Autos und Öl.|America imports cars and oil.
geboren|born|Er ist ein geborener Sänger.|He’s a born singer.
gefährlich|dangerous|Das Schiff transportiert gefährliche Substanzen.|The ship transports dangerous substances.
zwingen|to force|Markus möchte nicht zur Schule gehen, aber seine Mutter zwingt ihn.|Markus doesn’t want to go to school, but his mother forces him.
das Bier|beer|Möchtest du ein Bier?|Would you like a beer?
ansprechen|to address, speak|Wenn du ein Problem mit Tom hast, musst du es ansprechen.|If you have a problem with Tom, you have to bring it up.
komplett|complete|Ich biete dir meine komplette Sammlung an Filmen an.|I offer you my complete film collection.
die Forderung|demand, claim|Die Regierung ignoriert die Forderung nach freien Wahlen.|The government ignores the demand for free elections.
gelangen|to reach|Endlich gelangen sie an das Ziel.|Finally, they reach the goal.
die Nachricht|news, message|Hast du meine Nachricht gelesen?|Did you read my message?
sammeln|to collect, gather|Sie sammelt Steine aus verschiedenen Ländern.|She collects stones from various countries.
ablehnen|to refuse, reject, turn down|Ich lehne das Angebot ab, weil ich meinen jetzigen Job sehr mag.|I’m refusing the offer because I like my current job very much.
stoßen|to bump, push|Er stößt mit dem Kopf an die Decke, weil er so groß ist.|He bumps his head against the ceiling because he’s so tall.
konstant|constant|Er fährt mit konstanter Geschwindigkeit.|He drives at a constant speed.
der Oktober|October|Diesen Oktober gibt es viele Stürme.|There are many storms this October.
umgehen|to treat, handle|Weißt du, wie man mit einer Waffe umgeht?|Do you know how to handle a gun?
angehen|to concern, go on|Dieses Thema geht uns alle an.|This issue concerns all of us.
verlaufen|to proceed, get lost|Zum Glück verläuft das Konzert ohne technische Probleme.|Fortunately the concert proceeds without technical problems.
demnach|therefore|Es gibt demnach nur zwei Möglichkeiten.|There are therefore only two possibilities.
auftauchen|to surface, appear|Manchmal verschwindet meine Katze, aber dann taucht sie wieder auf.|Sometimes my cat disappears, but then it appears again.
böse|bad, mad|Warum bist du böse auf mich?|Why are you mad at me?
auslösen|to set off, provoke|Seine Rede löst eine öffentliche Debatte aus.|His speech provokes a public debate.
weitergehen|to go on, continue|Der Kurs geht nächstes Semester weiter.|The course will continue next semester.
abhängen|to depend|Die Gesundheit der Menschen hängt auch von ihren Genen ab.|People’s health also depends on their genes.
die Geschwindigkeit|speed|Sie fährt mit hoher Geschwindigkeit.|She’s driving at high speed.
ideal|ideal|Thomas wartet auf den idealen Moment, um seine Aktien zu verkaufen.|Thomas is waiting for the ideal moment to sell his shares.
der Augenblick|moment|Das ist der beste Augenblick meines Lebens.|This is the best moment of my life.
reduzieren|to reduce, decrease|Er versucht, seinen Stress zu reduzieren.|He’s trying to reduce his stress.
die Maschine|machine|Die Maschine arbeitet schneller als ein durchschnittlicher Arbeiter.|The machine works faster than an average worker.
linear|linear|Wir lösen lineare Gleichungen.|We solve linear equations.
ausmachen|to put out, agree|Wir müssen ein Datum ausmachen.|We have to agree on a date.
eintreten|to enter, join, occur|Der Besucher tritt ein und macht das Licht an.|The visitor enters and turns on the light.
kritisch|critical|Im Interview mit dem Präsidenten spricht er besonders kritische Themen an.|In an interview with the president, he addresses particularly critical issues.
äh|um|Äh, ich bin mir nicht sicher.|Um, I’m not sure.
das Wochenende|weekend|Tina ist Ärztin und muss auch am Wochenende arbeiten.|Tina is a doctor and also has to work on weekends.
der Donnerstag|Thursday|Dieses Jahr hat meine Mutter an einem Donnerstag Geburtstag.|This year my mother’s birthday is on a Thursday.
die Saison|season|Der Trainer motiviert seine Mannschaft für die neue Saison.|The coach motivates his team for the new season.
der Forscher|researcher|Die Forscherin beobachtet das Verhalten von Kindern.|The researcher observes the behavior of children.
gründen|to establish, found|Die Studentinnen gründen eine soziale Initiative.|The students found a social initiative.
offensichtlich|obvious|Es ist offensichtlich, dass Philipp lügt.|It’s obvious Philipp is lying.
das Teilchen|particle|Die kleinen Teilchen kann man nicht mit den Augen erkennen.|The small particles cannot be seen with the naked eye.
genügen|to be sufficient|Ihr Einkommen genügt, um die Rechnungen zu bezahlen.|Her income is sufficient to pay the bills.
schieben|to push|Sie müssen das Auto schieben, weil es nicht mehr fährt.|You have to push the car because it no longer runs.
der Computer|computer|Ich speichere das Bild auf meinem Computer.|I’m saving the image to my computer.
der Effekt|effect|Diese Übungen haben einen positiven Effekt auf deine Gesundheit.|These exercises have a positive effect on your health.
abnehmen|to lose weight, decrease, reduce|Durch Sport nehme ich ab.|I lose weight through exercise.
die Verteilung|distribution|Die Karte zeigt die Verteilung der Schulen in Deutschland.|The map shows the distribution of schools in Germany.
blicken|to look|Er blickt ihr neugierig über die Schulter.|He looks curiously over her shoulder.
beitragen|to contribute|Lisbeth trägt viel dazu bei, dass alle Projekte vernünftig organisiert sind.|Lisbeth contributes a lot to ensure that all projects are well organized.
die Anwendung|application, use|Die Anwendung des Produkts ist sehr einfach.|The application of the product is very simple.
zeichnen|to draw|Linda zeichnet einen groben Entwurf ihres neuen Comics.|Linda draws a rough draft of her new comic.
frisch|fresh|Wir benutzten nur frische Lebensmittel.|We only use fresh food.
meistens|mostly|In einem Dorf gibt es meistens nur wenige Läden.|In a village, there are mostly only a few shops.
erwähnen|to mention|Lukas hat sie kein einziges Mal erwähnt.|Lukas didn’t mention her once.
die Welle|wave|Aufgrund der hohen Wellen ist das Schwimmen verboten.|Swimming is forbidden due to the high waves.
die Nase|nose|In meiner Familie haben alle eine lange Nase.|Everybody in my family has a long nose.
vertreten|to represent, advocate, substitute|Frau Arnolds vertritt heute unseren Lehrer, weil er krank ist.|Mrs. Arnolds is substituting for our teacher today because he’s sick.
dicht|thick, dense|Wir laufen durch einen dichten Wald.|We’re walking through dense forest.
der Soldat|soldier|Soldaten tragen eine Uniform.|Soldiers wear uniforms.
bereit|ready|Bist du bereit für die Prüfung?|Are you ready for the exam?
die Technik|technology, technique|Die neue Technik ist teuer, aber spart viel Zeit.|The new technology is expensive, but saves a lot of time.
das Blatt|sheet, leaf|Die Pflanze hat lange grüne Blätter.|The plant has long green leaves.
prägen|to shape, mint|Der Charakter eines Erwachsenen wird durch seine Erfahrungen in der Kindheit geprägt.|A adult’s character is shaped by his or her childhood experiences.
sozusagen|so to speak|Die Veranstaltung ist sozusagen nicht ganz offiziell, deswegen wissen nur wenige davon.|The event is not official, so to speak, which is why only a few people know about it.
der November|November|Der November hat 30 Tage.|November has 30 days.
Schweizer|Swiss|Das ist die beste Schweizer Uhr.|This is the best Swiss watch.
gesund|healthy|Ihr Baby ist gesund.|Her baby is healthy.
danken|to thank|Ich möchte mich für ihre Aufmerksamkeit bedanken!|I would like to thank you for your attention!
der Fußball|soccer, soccer ball|Beim Fußball hat jede Mannschaft elf Spieler.|In soccer, each team has eleven players.
der Umstand|circumstance|Wenn es die Umstände erlauben, gründen Katarina und Marc bald eine Familie.|If circumstances allow, Katarina and Marc will soon start a family.
einladen|to invite, load|Ich möchte dich gern zu meiner Party einladen.|I’d like to invite you to my party.
Kilogramm|kilogram|Ein Kilogramm entspricht 1.000 Gramm.|One kilogram equals 1,000 grams.
warm|warm|Draußen ist es warm.|It’s warm outside.
die Integration|integration|Diese Maßnahmen fördern die Integration von neuen Schülern.|These measures promote the integration of new students.
der Nachbar|neighbor|Wenn unsere Nachbarn kochen, kann man es im ganzen Haus riechen.|When our neighbors cook, you can smell it in the entire house.
maximal|maximum|Nimm das Medikament zweimal täglich um die maximale Wirkung zu erzielen.|Take the medicine twice a day to attain the maximum effect.
die Figur|figure|Nachdem er zugenommen hatte, möchte er nun seine alte Figur zurück.|After gaining weight, he now wants to get his former figure back.
die Freude|joy|Es ist mir eine große Freude, meine Kinder spielen und lachen zu sehen.|It gives me great joy to see my children play and laugh.
offiziell|official|Nur wenige Journalisten dürfen an dem offiziellen Treffen teilnehmen.|Only a few journalists are allowed to attend the official meeting.
außen|outside|Die Treppe ist außen und führt hinunter in den Garten.|The stairs are outside and lead down into the garden.
der Kreis|circle, district|Jeden Morgen sitzen die Schüler im Kreis.|Every morning the students sit in a circle.
nicken|to nod|Während Jana erzählt, nicken ihre Freundinnen in Zustimmung mit den Köpfen.|While Jana reports, her friends nod their heads in agreement.
digital|digital|Ich mache Fotos mit einer digitalen Kamera.|I take pictures with a digital camera.
unbekannt|unknown|Die Informationen stammen aus einer unbekannten Quelle.|The information comes from an unknown source.
das Gericht|court, dish|Sie ist Richterin und arbeitet am Gericht.|She’s a judge and works at the court.
schätzen|to estimate, value|Sie schätzen, dass die Arbeit in zwei Wochen erledigt sein wird.|They estimate that the work will be done in two weeks.
organisieren|to organize|In ihrem Job muss sie Veranstaltungen organisieren.|In her job she has to organize events.
der Aspekt|aspect|Dieser Aspekt sollte berücksichtigt werden.|This aspect should be taken into consideration.
verzichten|to do without|Die Familie möchte auf Fleisch verzichten.|The family wants to do without meat.
bemerken|to notice|Ich habe noch gar nicht bemerkt, dass Mark heute nicht da ist.|I haven’t even noticed that Mark’s not here today.
der Kaffee|coffee|Der Kaffee riecht fantastisch.|The coffee smells fantastic.
das Leid|sorrow, grief|Nach dem Tod ihres Mannes hat sie viel Leid erfahren.|She experienced much suffering after her husband’s death.
das Leid|(be) tired (of)|Ich bin es leid, dass du immer lügst.|I’m tired of you always lying.
still|still, quiet|Ich möchte, dass du still bist, wenn ich telefoniere.|I want you to be quiet when I’m on the phone.
leiten|to lead|Sie leitet den Kurs mit viel Energie.|She leads the course with a lot of energy.
der Vertreter|representative|Wir treffen uns mit Vertretern aus Wirtschaft und Politik.|We are meeting with representatives from business and politics.
die Statistik|statistics|Die Statistiken zeigen einen deutlichen Anstieg der Temperatur.|Statistics show a significant increase in temperature.
die Heimat|home, homeland|Obwohl er in Deutschland geboren ist, ist Frankreich seine Heimat.|Although he was born in Germany, France is his home.
Milliliter|milliliter|In der Flasche sind 500 Milliliter Wasser.|There are 500 milliliters of water in the bottle.
zurückkehren|to return|Robert kehrt nach Jahren im Ausland nach Hause zurück.|Robert returns home after years abroad.
der Gegenstand|object|Kinder sollten nicht mit kleinen Gegenständen spielen.|Children should not play with small objects.
euer|your|Mama, Papa, kann ich mir euer Auto ausleihen?|Mom, Dad, can I borrow your car?
umsetzen|to implement, move, put (into practice)|Er braucht viel Geld, um seinen Plan umzusetzen.|He needs a lot of money to implement his plan.
betreiben|to proceed with, operate, run|Nach dem Studium wollen sie ein Restaurant betreiben.|After their studies they want to run a restaurant.
die Zusammenarbeit|cooperation|Beide Länder profitieren von der engen Zusammenarbeit.|Both countries profit from the close cooperation.
enden|to end|Das Semester endet im März.|The semester ends in March.
vielmehr|rather|Das Hemd ist nicht blau, sondern vielmehr grau.|The shirt is not blue, but rather gray.
konzentrieren|to concentrate|Ich kann mich nicht auf meine Arbeit konzentrieren.|I can’t concentrate on my work.
landen|to land|Das Flugzeug landet auf dem Wasser.|The airplane lands on the water.
der See|lake|Sie füttert die Fische im See.|She is feeding the fishes in the lake.
der See|sea|Die See ist heute unruhig, deswegen fahren keine Schiffe hinaus.|The sea is restless today, so no ships are going out.
der Tourist|tourist|Jedes Jahr besuchen tausende Touristen Berlin.|Thousands of tourists visit Berlin every year.
die Konzentration|concentration|Sie macht Sport, um ihre Konzentration zu verbessern.|She does sports to improve her concentration.
verbieten|to forbid, prohibit|Tina verbietet ihren Kindern, Spiele auf dem Computer zu spielen.|Tina forbids her children to play games on the computer.
krank|sick, ill|Michael ist krank und deswegen nicht in der Schule.|Michael is ill and therefore not at school.
die Fähigkeit|ability, capability|Das Experiment untersucht die sprachlichen Fähigkeiten von Kindern.|The experiment investigates the linguistic abilities of children.
finanziell|financial|Sarah erhält finanzielle Unterstützung von ihren Eltern.|Sarah receives financial support from her parents.
die Jugendliche|adolescent|Das Projekt unterstützt Jugendliche nach ihrem Abschluss.|The project supports adolescents after their graduation.
das Netz|net, network|Fischer lassen ihre Netze bis zum nächsten Morgen im Meer.|Fishermen leave their nets in the sea until the next morning.
die Änderung|change, modification, alteration|Nach der Änderung passt das Kleid perfekt.|After the alteration the dress fits perfectly.
abschließen|to lock, conclude|Wenn du das Haus verlässt, musst du die Tür abschließen.|When you leave the house, you have to lock the door.
die Erkenntnis|realization, discovery|Sie kommen zu der Erkenntnis, dass ihre Ergebnisse falsch sind.|They are coming to the realization that their results are wrong.
selbstverständlich|natural, self-evident, obvious|Anderen Menschen zu helfen, ist für Pia selbstverständlich.|For Pia, it is natural to help other people.
erzeugen|to produce, generate|Das Unternehmen erzeugt Elektrizität aus Wind und Wasser.|The company generates electricity from wind and water.
die Ursache|cause|Die Ursache für das Feuer ist noch unklar.|The cause of the fire is still unclear.
ursprünglich|original|Wir kehren zu unserem ursprünglichen Plan zurück.|We return to our original plan.
die Basis|basis|Diese Artikel bilden die Basis für meine Theorie.|These articles form the basis of my theory.
erzielen|to achieve, reach|Die Mannschaft hat im Wettbewerb gute Ergebnisse erzielt.|The team has achieved good results in the competition.
die Forschung|research|Der Staat investiert in die Forschung.|The state invests in research.
schießen|to shoot|Der Polizist schießt mit seiner Waffe in die Luft.|The policeman shoots with his weapon into the air.
warnen|to warn|Die Polizei warnt die Menschen vor dem Sturm.|The police are warning people about the storm.
Zentimeter|centimeter, cm|Ein Meter hat 100 Zentimeter.|One meter is 100 centimeters.
eröffnen|to open, start|Der neue Laden wird im Juni eröffnen.|The new shop will open in June.
die Ahnung|suspicion, idea|Er hat die Ahnung, dass der Job anstrengend sein wird.|He has the idea that the job will be exhausting.
ankündigen|to announce|Barbara und Sebastian kündigen eine Party im Juni an.|Barbara and Sebastian announce a party in June.
das Enzym|enzyme|Manchen Menschen fehlt ein Enzym, das Zucker aus der Milch abbauen kann.|Some people do not have an enzyme that can break down the sugar in milk.
individuell|individual|Jeder Kunde hat individuelle Wünsche.|Every customer has individual wishes.
intensiv|intensive|Nach dem intensiven Training brauchen sie eine Pause.|After the intensive training they need a break.
die Bundesregierung|federal government|Die deutsche Bundesregierung veröffentlicht die Namen der neuen Minister.|The German Federal Government publishes the names of the new ministers.
begreifen|to understand, grasp|Man kann kaum begreifen, dass das Universum unendlich ist.|You can hardly grasp that the universe is infinite.
die Szene|scene|Die meisten Szenen des Films werden in Frankreich aufgenommen.|Most scenes of the film are shot in France.
DDR (Deutsche Demokratische Republik)|German Democratic Republic Nachdem Deutschland geteilt wurde, existierte die DDR über 40 Jahre.|After Germany was divided, the GDR existed for over 40 years.|65.7442689873047 | 0.840836102258765
rasch|quick|Wir müssen eine rasche Entscheidung treffen.|We have to make a quick decision.
real|real|Der Hunger auf der Welt ist ein reales Problem.|Hunger in the world is a real problem.
die Abgeordnete|member of parliament, congress|Peter ist ein Abgeordneter der CDU.|Peter is a member of parliament for the CDU.
verstärken|to strengthen, reinforce|Die Kontrollen an den Grenzen werden verstärkt.|Border checks are being strengthened.
ausschließen|to exclude, rule out|Die Polizei schließt einen Mord nicht aus.|The police don’t rule out murder.
sinnvoll|sensible, meaningful|Sich um andere Menschen zu kümmern ist eine sinnvolle Arbeit.|Taking care of other people is a meaningful job.
der Bezug|reference, cover|Das Modell nimmt Bezug auf die Theorie.|The model refers to the theory.
der Dienstag|Tuesday|Nächsten Dienstag habe ich einen Termin beim Arzt.|Next Tuesday I have an appointment with the doctor.
der Stand|stand, stage|Sie verkaufen Bier und Wein an ihrem Stand.|They sell beer and wine at their stand.
retten|to save, rescue|Die Ärztin hat ihm das Leben gerettet.|The doctor saved his life.
zwanzig|twenty|Morgen wird Julia zwanzig.|Tomorrow Julia will be twenty.
der Club|club|Wir feiern ihren Geburtstag in einem Club.|We’re celebrating her birthday in a club.
die Gewalt|violence, force|Gewalt ist niemals die Lösung.|Violence is never the solution.
gucken|to look|Warum guckst du so komisch?|Why are you looking so weird?
der Anschlag|attack|Politische Anschläge verursachen Tod und Leid.|Political attacks cause death and suffering.
beeinflussen|to influence|Werbung beeinflusst das Verhalten von Kunden.|Advertising influences the behavior of customers.
riechen|to smell|Die Blumen riechen gut.|The flowers smell good.
außerhalb|outside|Sie lebt außerhalb der Stadt.|She lives outside the city.
begleiten|to accompany|Ich begleite Tom auf seiner Reise.|I’m accompanying Tom on his journey.
das Publikum|public, audience|Morgen singt er vor einem großen Publikum.|Tomorrow he’s singing in front of a big audience.
der Besucher|visitor|Heute sind wir die einzigen Besucher im Museum.|Today we are the only visitors to the museum.
das Wachstum|growth|Bei Jugendlichen befindet sich der Körper noch im Wachstum.|In adolescents, the body is still in a state of growth.
aufgeben|to give up|Ich werde nicht nach einem Versuch aufgeben.|I won’t give up after one attempt.
stolz|proud|Ute ist stolz auf ihre drei Kinder.|Ute is proud of her three children.
der Verlust|loss|Der Tod meiner Mutter war ein großer Verlust für mich.|The death of my mother was a great loss to me.
begründen|to justify|Ich möchte, dass du deine Meinung begründest.|I want you to justify your opinion.
streng|strict|In der Schule haben wir eine strenge Lehrerin.|At school we have a strict teacher.
die Ecke|corner|An der Ecke der Straße ist eine Schule.|At the corner of the street is a school.
der Lauf|course, run, race|Normalerweise stoppe ich die Zeit meiner Läufe.|Usually I time my runs.
der Artikel|article|In der Zeitung steht ein interessanter Artikel über Leipzig.|The newspaper has an interesting article about Leipzig.
berühmt|famous|Bald ist Christoph ein berühmter Schauspieler.|Soon Christoph will be a famous actor.
ersetzen|to replace, reimburse|Maschinen ersetzen viele Jobs.|Machines replace many jobs.
die Wahrscheinlichkeit|probability|Rauchen erhöht die Wahrscheinlichkeit, krank zu werden.|Smoking increases the probability of becoming ill.
das Ausland|foreign countries|Nach unserem Abschluss wollen wir im Ausland arbeiten.|After graduation, we want to work abroad.
bayrisch|Bavarian|Das Restaurant ist typisch bayrisch.|The restaurant is typically Bavarian.
diesmal|this time|Diesmal mache ich alles richtig.|I’m doing everything right this time.
das Gehirn|brain|Das Gehirn ist ein wichtiges Organ im menschlichen Körper.|The brain is an important organ in the human body.
das Gebäude|building|In diesem Gebäude befindet sich die Universität.|The university is located in this building.
langfristig|long-term|Für den Schutz der Umwelt sollten wir eine langfristige Lösung finden.|For the protection of the environment we should find a long-term solution.
herzlich|cordial, warm|Meine Oma ist eine liebe und herzliche Frau.|My grandma is a dear and warm woman.
sichern|to secure, safeguard|Wir kaufen Kameras, um unser Haus zu sichern.|We buy cameras to secure our house.
das Material|material|Für den Unterricht hat sie viele Materialien vorbereitet.|She has prepared many materials for the lessons.
verbringen|to spend (time)|Wenn ich für eine Prüfung lerne, verbringe ich viel Zeit in der Bibliothek.|When I am studying for an exam, I spend a lot of time in the library.
der Strom|stream, current, electricity|Elektrische Geräte funktionieren nur mit Strom.|Electrical devices only work with electricity.
das Amt|office, department, function|Bis zu den nächsten Wahlen bleibt der jetzige Präsident im Amt.|The current president remains in office until the next elections.
kritisieren|to criticize|Meine Mutter kritisiert immer meine Leistungen in der Schule.|My mother always criticizes my performance in school.
vermitteln|to convey, mediate, find, procure|Letzten Monat vermittelte das Arbeitsamt 250 Personen.|Last month, the employment agency found employment for 250 people.
die Wirklichkeit|reality|Es ist kein Traum sondern die Wirklichkeit.|It is not a dream but reality.
die Union|union|Manche Mitgliedsstaaten möchten aus der Union austreten.|Some member states want to leave the union.
das Studium|study, studies|Dieses Jahr möchte ich mein Studium beenden.|This year I want to finish my studies.
festhalten|to hold on to, detain|Die Polizei hält einen Verdächtigen fest.|Police are holding a suspect.
präsentieren|to present, show|Barbara präsentiert ihren Freundinnen das Kleid für das Fest.|Barbara shows her friends the dress for the party.
die Demokratie|democracy|In einer Demokratie gehen die Macht und Regierung vom Volk aus.|In a democracy, power and government emanate from the people.
niemals|never|Ich werde dich niemals vergessen.|I’ll never forget you.
die Aufnahme|reception, recording, snapshot|Auf der CD sind die ersten Aufnahmen der Band.|On the CD are the band’s first recordings.
die Ausnahme|exception|Alle Kinder setzen sich mit Ausnahme von Tom, der stehenbleibt.|All the children sit down with the exception of Tom, who remains standing.
beenden|to end|Wenn du nicht glücklich bist, musst du die Beziehung zu Luke beenden.|If you’re not happy, you have to end the relationship with Luke.
die Investition|investment|Das ist eine gute Investition, du wirst viel Gewinn machen.|This is a good investment; you’ll make a lot of profit.
die Lust|desire|Im Sommer habe ich immer Lust auf Eis.|In summer I always desire ice cream.
prüfen|to examine, check|An der Universität werden die Studenten regelmäßig geprüft.|At the university, the students are tested regularly.
anlegen|to put on, invest|Vielleicht lege ich mein Geld in Aktien an.|Maybe I’ll invest my money in shares.
der Zuschauer|spectator|Bei meiner mündlichen Prüfung möchte ich keine Zuschauer.|I don’t want any spectators at my oral exam.
hell|light, bright|Bitte mach das Licht aus, es ist mir zu hell.|Please turn off the light; it’s too bright.
mitten|in the middle|Wegen meines Babys muss ich immer mitten in der Nacht aufstehen.|I always have to get up in the middle of the night because of my baby.
zufolge|according to|Dem Arzt zufolge bin ich gesund.|According to the doctor, I’m healthy.
der Konflikt|conflict|Zwischen einigen Staaten herrschen politische Konflikte.|There are political conflicts between some states.
die Bahn|train, railway, way|Wir fahren mit dem Zug in den Urlaub, weil das Auto kaputt ist.|We’re going on vacation by train because the car broke down.
Syrien|Syria|Viele Menschen aus Syrien wohnen jetzt in Deutschland.|Many people from Syria now live in Germany.
das Einkommen|income|Je mehr Geld du verdienst, desto höher ist dein Einkommen.|The more money you earn, the higher your income.
empfehlen|to recommend|Welchen Wein können Sie empfehlen?|Which wine can you recommend?
britisch|British|Ich trinke sehr gerne britischen Tee.|I like to drink British tea.
fürchten|to fear|Du musst dich nicht fürchten, wenn es dunkel ist.|You do not have to fear when it’s dark.
vorbereiten|to prepare|Sie bereiten sich auf die Prüfung vor.|They’re preparing for the exam.
die Aktivität|activity|Heute suche ich mir eine sportliche Aktivität für meinen Urlaub aus.|Today I’m looking for an athletic activity for my vacation.
der Auftrag|instructions, order, job|Er handelt im Auftrag der Regierung.|He works by order of the government.
