и	and	Мы здесь живем и работаем.|We live and work here.
сквозь	through	Неужели вы на самом деле видите сквозь стены?|Can you really see through walls?
жертва	sacrifice, victim	Мы уже создали 17 кризисных центров для женщин — жертв насилия.|We have already set up 17 crisis centres for women who are the victims of violence.
хозяйство	house, sector	Работа в сельском хозяйстве оплачивается очень низко.|Work in the agricultural sector is very poorly paid.
ученик	pupil	Он — лучший ученик в классе.|He’s the best pupil in the class.
подтверждать	confirm	Свидетели подтвердили слова потерпевшего.|Witnesses confirmed the victim’s story.
достижение	achievement	Для меня радиоприемник — великое достижение, для вас — привычный предмет в комнате.|For me the radio  is a great achievement; for you it’s just an everyday household object.
организм	organism	Известно, что человеческий организм почти на 65% состоит из воды.|It is known that the human body is made up of almost 65% water.
заявление	application, statement	Российская сторона пока никак не прокомментировала заявление эстонского министра.|Russia is yet to comment about the statement made by the Estonian minister.
бутылка	bottle	Я купил большую бутылку кока-колы.|I bought a big bottle of Coca-Cola.
святой	saint	В этих нишах помещались статуи святых.|Statues of saints were placed in these bays.
вверх	up	Руки вверх! Вы арестованы!|Hands up! You’re under arrest!
удивляться	be surprised	Мама удивилась его просьбе.|Mum was surprised at his request.
уехать	leave, go	Моя мать уехала домой.|My mum went home.
знакомиться	meet, get to know	Учащиеся знакомятся с историей своего города.|The students are getting to know the history of the town.
рисунок	drawing	Смотрите, какой у меня рисунок красивый получается!|Look how well my drawing has turned out!
покидать	leave	Мы вынуждены были навсегда покинуть родину.|We were forced to leave our homeland forever.
прежний	previous	Вы были знакомы с прежним владельцем дома?|Did you know  the previous owner of the house?
музей	museum	Музей вызывает интерес туристов своей изумительной коллекцией ковров.|The museum appeals to tourists thanks to its amazing collection of carpets.
мозг	brain	Человеческий мозг — вещь более совершенная, чем любой самый мощный процессор.|The human brain is more advanced than any of the most powerful processors.
официальный	official	Мы должны получить еще официальное сообщение от банка Греции.|We should also receive an official statement from the Bank of Greece.
улыбка	smile	Она уснула со счастливой улыбкой.|She fell asleep with a happy smile on her face.
дождь	rain	Я думаю, что к вечеру дождь не кончится.|I don’t think that the rain will stop by the evening.
польза	benefit	Это принесет пользу всему обществу.|It will benefit the whole of society.
состояться	take place	Единственный концерт состоится 7 апреля в московском клубе µБ2¶.|The only concert is on the 7th of April in the Moscow ‘B2’ club.
трудный	difficult	Перед жюри стояла трудная задача выбрать победителя.|The panel faced the difficult task of picking a winner.
бабушка	grandmother	Меня воспитывала бабушка.|I was brought up by my grandmother.
хлеб	bread	Путники позавтракали свежим хлебом с сыром и отправились дальше.|The travellers ate fresh bread and cheese for breakfast and moved on.
испытывать	feel, test	После того как вещества прошли успешную проверку на животных, их начинают испытывать на людях.|Once the substances have been successfully tested on animals, they are tested on humans.
восток	east	Наш корабль шел с запада на восток.|Our ship travelled from west to east.
полагать	suppose, believe	Это обвинение, как полагают эксперты, поддержит фракция КПРФ.|Experts believe that the charge will be supported by Communist deputies.
домашний	home	Наташа не успела выполнить домашнее задание.|Natasha didn’t manage to do her homework.
сегодняшний	today’s	Итак, представим участников сегодняшнего разговора.|So, let us introduce the participants in today’s conversation.
собственно	actually	Это, собственно, то, ради чего и создавалась наша компания.|This is actually why our company was created.
получение	receipt, getting	Сколько времени занимает получение визы?|How long does it take to get a visa?
помещение	room	Помещение действительно громадное.|The room is really enormous.
опасный	dangerous	Все такие ситуации потенциально опасны для пациента.|Any situation like this is potentially dangerous for the patient.
доля	share, part, deal	Ты уже решил, что будешь делать со своей долей сокровищ?|Have you already decided what you are going to do with your share of the treasure?
согласно	according to, by	Согласно закону, эти фирмы имеют значительные льготы по налогам.|By law, these firms have considerable tax benefits.
тень	shadow, shade	Тени вагонов бегут по невысокой траве.|The shadows of the carriages are running along the short grass.
богатый	rich	У меня красивый, молодой, богатый муж.|I have a handsome, young and rich husband.
морской	sea	Мы провели весь день на морском берегу.|We spent the whole day at the seaside.
учить	teach, learn	Я начала учить английский язык.|I’ve started to learn English.
возвращать	return	Эту книгу надо возвратить владельцу.|This book needs to be returned to its owner.
вырастать	grow (up), increase	Я вырос в многодетной семье.|I grew up in a large family.
инструмент	instrument, tool	Электрик принес чемоданчик с инструментами.|The electrician brought his toolbox.
нарушение	violation	Это нарушение закона.|This is a violation of the law.
лидер	leader	Лидеры государств поддержали это предложение.|State leaders supported the proposal.
комитет	committee	Недавно эта же проблема обсуждалась в Комитете по строительству.|This very problem was discussed not long ago by the Construction Committee.
слава	glory, fame	Присуждение Нобелевской премии принесло исследователю всемирную славу.|The researcher received international fame having been awarded the Nobel Prize.
содержать	contain, keep	С каждым годом папе все труднее становилось содержать семью.|Every year dad found it harder to keep the family together.
отсюда	from here	Мне не хочется отсюда уезжать.|I don’t want to move away from here.
фигура	figure	Он и в старости сохранял атлетическую фигуру.|He kept his athletic figure even when he got old.
просыпаться	wake up	Я рано просыпаюсь.|I wake up early.
лагерь	camp	Однажды Андрей сбежал из летнего лагеря, потому что ему там не понравилось.|Andrey once ran away from summer camp because he didn’t like it there.
кожа	skin, leather	Они перестали носить одежду и обувь из натуральной кожи и меха.|They stopped wearing clothes and shoes made from natural leather and fur.
след	trace, footprint	На грядках отпечатались свежие следы мужской обуви.|There were recent footprints from a man’s shoes in the flower beds.
собственность	property	В этой стране вся земля является собственностью государства.|All land in this country is state property.
ужас	horror	Папа пришел в ужас от моего решения.|Dad was horrified by my decision.
раздел	division, branch	Этот раздел математики мы еще не изучали.|We still haven’t studied this branch of mathematics.
назначать	set, arrange, appoint	Меня с февраля назначают начальником цеха.|I’m going to be appointed head of the section from February.
реализация	realization, implementation,  marketing, sales	Поставленные задачи нужно решать в рамках реализации Национальной программы развития туризма.|These tasks should be worked out through the implementation of the National Tourism Development Programme.
зависимость	dependence, addiction	Этот препарат вызывает тяжелую лекарственную зависимость.|This drug is highly addictive.
потеря	loss	У нее многочисленные переломы, большая потеря крови.|She has multiple fractures and significant blood loss.
реальность	reality	Он оказался плохо подготовлен к грубой реальности милицейской жизни.|He was ill-prepared for the harsh reality of life in the police force.
привлекать	attract	Этот загадочный человек привлек мое внимание.|This enigmatic person caught my attention.
привыкать	get used	Я не могу привыкнуть к здешней пище.|I can’t get used to the food here.
собрание	meeting, collection	Центральной картиной собрания музея является полотно Рембрандта µНочной дозор¶.|The main piece in the museum’s collection is Rembrandt’s ‘Night Watch’ .
экран	screen	Он посмотрел на экран компьютера.|He looked at the computer screen.
пост	post, station, fast, (blog) post, duty	Автор поста слабо знает правила дорожного движения.|The author of the post knows little about the rules of the road.
здравствовать	hello, long life	Да здравствует независимая пресса!|Long live the independent press!
зима	winter	В тот год зима была очень холодная.|Winter was very cold that year.
разрабатывать	develop, work out	Нам нужно разработать план действий.|We need to work out a plan of action.
поздно	late	Сегодня я приду поздно.|I’ll be late today.
урок	lesson	Первый урок начинается в 8.30.|The first lesson starts at 8:30.
активный	active	Алена — активный и общительный ребенок.|Alena is an active and sociable child.
переход	crossing, transition	Переход от полной тьмы к яркому свету оказался совершенно неожиданным.|The transition from complete darkness to bright light was completely unexpected.
кровать	bed	Он спит на кровати.|He’s sleeping on the bed.
вино	wine	Он протянул стакан, чтобы ему налили еще вина.|He extended his glass so that he could get some more wine.
секс	sex	&реднестатистический житель Земли в прошедшем году занимался сексом 103 раза.|The average human being had sex 103 times last year.
комплекс	complex	Девятиэтажный гостиничный комплекс включает 256 номеров.|The nine-floor hotel complex has 256 rooms.
родина	homeland	Он никогда не вернется на родину.|He will never return to his homeland.
звучать	sound	Ее голос звучал спокойно.|Her voice sounded calm.
колено	knee	Бабушка, стоя на коленях, молится перед иконой.|Grandma is kneeling and praying before the icon.
зона	zone	Необходимо срочно вывезти пострадавшего из опасной зоны.|We need to get the victim out of the danger zone immediately.
выделять	release, allot	Средства на их приобретение были выделены из местного бюджета.|Funds for their acquisition were allotted from the local budget.
электронный	electronic	Компьютеры, радиоприемники, телевизоры и другие электронные приборы прочно вошли в наш быт.|Computers, radios, televisions and other electronic appliances have become a standard part of our everyday life.
издание	publication	Это очень интересное ежедневное издание о культуре, политике, обществе.|It is a very interesting daily publication about culture, politics and society.
появление	appearance	Он был удивлен моим неожиданным появлением.|He was surprised at my sudden appearance.
еврей	Jew	Не все евреи так думают.|Not all Jews think like that.
резко	sharply	Железнодорожные тарифы резко возрастут.|Rail tariffs are set to rise sharply.
акт	act, regulation	Ответственность за террористический акт взяла на себя та же группировка.|The same group has taken responsibility for the terrorist act.
разговаривать	talk	И с кем это Петр так долго разговаривает по телефону?|Who is  it that Petr has been talking to for so long on the telephone?
редко	rarely	Я с ним редко встречаюсь.|I rarely  see him.
поговорить	talk	Может быть, мы поговорим о делах позже?|Maybe we can talk shop later?
разрешать	allow, solve	Мы разрешаем детям все.|We allow our children everything.
признак	sign	Это признак приближения весны.|This is a sign that spring is on its way.
истина	truth	Поэтому такое положение несправедливо и не соответствует истине.|That is why such a situation is unfair and untrue.
этаж	floor	Моя квартира находится на последнем этаже 5-этажного дома.|My flat is on the top floor of a five-floor house.
замечательный	remarkable	Первого апреля день рождения замечательного детского писателя Корнея Ивановича Чуковского.|The 1st of April is the birthday of the remarkable children’s author Korney Ivanovich Chukovsky.
требоваться	need	Нам требуется помощь.|We need  help.
плакать	cry	Дети плакали от усталости.|The children cried from tiredness.
потребность	need	При беременности возрастает потребность в железе, особенно в последние месяцы.|During pregnancy more iron is needed, especially in the later months.
бюджет	budget	Поступления в местный бюджет увеличились на 11% по сравнению с прошлым годом.|Funds to the local budget have gone up by 11% compared to last year.
долг	debt, duty	Это мой долг как адвоката.|It’s my duty as a lawyer.
храм	temple	Можно ли девушке входить в храм с непокрытой головой?|Can a girl enter the temple without her head being covered?
князь	prince	Князь прекрасно описал самые захватывающие моменты из жизни российских монархов.|The prince wonderfully described the most exciting moments in the life of the Russian monarchs.
заходить	come in, drop by	Будете в Волгограде — заходите.|Drop by if you come to Volgograd.
опасность	danger	Ему угрожает серьезная опасность.|He is in serious danger.
депутат	deputy	Я не сомневаюсь, что депутаты поддержат этот закон.|I don’t doubt that deputies will support this bill.
кивать	nod	Она утвердительно кивает головой.|She’s nodding her head in approval.
честь	honour	Они вели серьезные разговоры о флоте, о чести, о долге.|They held serious discussions about the navy, honour and duty.
учёт	accounting	Аудит и бухгалтерский учет заинтересовали Светлану задолго до появления собственного бизнеса.|Svetlana was interested in auditing and accounting long before she started her own business.
коллега	colleague	Мы поддерживаем переписку с коллегами из-за рубежа.|We maintain correspondence with colleagues from abroad.
главное	the main thing	Сейчас для меня самое главное — мои дети.|My children are the main thing for me now.
милый	cute, lovely	Ой, какой милый щенок!|Oh, what  a lovely puppy!
зарабатывать	earn	Он много работает и хорошо зарабатывает.|He works hard and earns a lot of money.
предполагать	assume	Вот хороший пример: предположим,  что вы пришли в ресторан пообедать.|Here is a good example: let’s assume that you’ve come to the restaurant to have lunch.
категория	category, class	Данный товар относится к категории технически сложных.|This product is classified as technically sophisticated.
приказ	order	Солдаты выполнили приказ.|The soldiers carried out the order.
администрация	administration	Мы уже обращались с этой просьбой в городскую администрацию.|We’ve already appealed to the municipal administration.
глубина	depth	Максимальная глубина бассейна — 4 м, минимальная — 1 м.|The maximum depth of the pool is 4 m, the minimum – 1 m.
полёт	flight	Наш полет проходит на высоте 10 тысяч метров со скоростью 900 километров в час.|We are flying at 10 thousand metres and at 900 kilometres per hour.
традиционный	traditional	В последний день марта состоится традиционная встреча выпускников нашей школы.|The traditional meeting of graduates from our school is on the last day of March.
эффект	effect	В 17 случаях из 20 лечение дало положительный эффект.|In 17 of  20 cases the treatment had a positive effect.
уничтожать	destroy, wipe out	Этот вирус уничтожает все файлы на диске С.|This virus wipes all files on the C drive.
решаться	hesitate, be resolved	Сегодня решается судьба его дочери.|Today the fate of his daughter is being resolved.
торговый	trading, shopping	В нашем районе открылся новый торговый центр.|A new shopping centre has opened in our area.
описание	description	Судя по описанию внешности, этим человеком был капитан Высоковский.|Judging by the description of how he looked, this person was Captain Vysokovsky.
риск	risk	У курильщиков повышается риск заболевания раком.|Smokers are at greater risk of contracting cancer.
подруга	friend (female)	Она рассказала про свою школьную подругу.|She told us about her school friend.
горячий	hot	Мы их напоили горячим чаем.|We gave them hot tea to drink.
лошадь	horse	Все вскочили на лошадей.|Everyone jumped on their horses.
коридор	corridor	Они шли по коридору.|They walked along the corridor.
капитал	capital	Она рассчитывает в дальнейшем удвоить капитал.|She expects to double her capital in the future.
конкурс	competition	Наш журнал объявляет конкурс для читателей.|Our journal is announcing a competition for its readers.
партнёр	partner	Он мой близкий друг и надежный деловой партнер.|He’s my close friend and a reliable business partner.
поворачиваться	turn	Вся толпа повернулась в его сторону.|The entire crowd turned in his direction.
исключение	exception, expulsion	После исключения из университета меня забрали в армию.|I was drafted into the army after I’d been expelled from school.
ночной	night	Вчера я был в ночном клубе.|I went to a nightclub yesterday.
весна	spring	Скоро придет весна.|It will soon be spring.
красота	beauty	Лика была девушка необыкновенной красоты.|Lika was a girl of exceptional beauty.
черта	line, feature	Какая черта характера вам в себе не нравится?|Which feature of your personality do you dislike?
тридцать	thirty	Прошло тридцать минут.|Thirty minutes passed.
возле	by, near	Встретимся в 5 часов возле памятника Пушкину.|Let’s meet at 5 o’clock by the Pushkin memorial.
схема	scheme	Наши эксперты всегда предлагают схему кредитования с учетом дохода клиента.|Our experts always suggest a crediting scheme that takes into account clients’ income.
рыба	fish	Здесь запрещено ловить рыбу.|Fishing is forbidden here.
суметь	manage	Вы сумеете найти обратную дорогу?|Will you manage to find the way back?
опубликовать	publish	Журнал µФото и видео¶ опубликовал мою статью.|The journal ‘Foto i video’ published my article.
глубоко	deep(ly)	А теперь глубоко вдохните.|And now take a deep breath.
сдавать	give, let, return, betray (slang)	Его попросили сдать книги в библиотеку.|He was asked to return the books to the library.
точный	exact	Точная дата его рождения неизвестна.|His exact date of birth is unknown.
прибывать	arrive	Поезд прибывает к первому пути.|The train is arriving at platform one.
присылать	send	Но вскоре мальчика Сашу прислали обратно в Киев.|But the boy Sasha was soon sent back to Kiev.
трубка	tube, telephone receiver	Телефонная трубка выпала у меня из рук.|The telephone receiver slipped from my hands.
останавливать	stop	Водитель остановил автобус.|The driver stopped the bus.
говориться	be said, be discussed	Об этом подробно говорится в главе 5.|This is discussed in detail in Chapter 5.
аппарат	apparatus, equipment	Все перечисленные медицинские аппараты являются дорогостоящими.|All the mentioned medical equipment is expensive.
садиться	sit down	Иди сюда и садись на стул.|Come here and sit down on the chair.
восточный	eastern	Классификация болезней в восточной медицине принципиально иная, нежели в западной.|The classification of diseases in eastern medicine is fundamentally different than in western medicine.
открытие	opening, discovery	Ученые сделали сенсационное открытие в биохимии.|Scientists made a sensational discovery in biochemistry.
знаменитый	famous	Он стал знаменитым писателем.|He became a famous writer.
стихи	poetry	Я хочу напечатать свои стихи.|I want to publish my poetry.
тёплый	warm	Вечер был теплый и тихий.|The evening was warm and quiet.
чудо	miracle	И свершилось чудо — принц ожил.|A miracle happened – the prince came back to life.
включать	include, turn on	Включи телевизор, пожалуйста.|Turn on the television, please.
фамилия	surname	Я не помню ее фамилию.|I don’t remember her surname.
бросаться	throw	Эй, кто там бросается камнями?|Hey, who’s throwing stones over there?
ключ	key	Только у нас двоих есть ключ от сейфа.|Just the two of us have a key to the  safe.
заключаться	consist, be	Я хотел напомнить, в чем заключается отличие между этими явлениями.|I wanted to remind you what the difference is between these phenomena.
кресло	armchair	Я опустился в удобное кресло.|I sat down in the comfortable armchair.
тихий	quiet	Ее тихий голос успокаивал меня.|Her quiet voice put me at ease.
выводить	take out, lead out	Прежде чем начать выводить щенка на улицу, надо провести ему курс вакцинации.|You should have puppies vaccinated before you start taking them outside.
разница	difference	Между ними слишком большая разница в возрасте.|There’s too big an age difference between them.
чей	whose	Интересно, чей это кошелек?|I wonder whose wallet this is.
восемь	eight	Встречаемся у вас в восемь.|We’re meeting at your place at eight o’clock.
взглядывать	look at	Люда удивленно взглянула на учительницу.|Lyuda looked at the teacher with surprise.
присутствовать	present	Он не присутствовал при допросе убийцы.|He wasn’t present while the killer was being interrogated.
министерство	ministry	Конкурс µЧудеса детского творчества¶ проводится при поддержке Министерства культуры.|The ‘Wonders of Children’s Art’ competition is supported by the Ministry of Culture.
кино	film	Интересное кино посмотрел?|Was it  an interesting film?
неожиданно	unexpected(ly)	Неожиданно раздался громкий треск и обвалилась часть потолка.|There was an unexpected loud bang and part of the ceiling caved in.
кончаться	finish, run out	У нас кончается бензин.|We’ve almost run out of petrol.
медицинский	medical	Вы оказали ей медицинскую помощь?|Did you provide her medical assistance?
штат	staff, state	Сегодня в индийском штате Джамму и Кашмир получил ранения 31 человек.|31 people were injured today in the Indian state of Jammu and Kashmir.
налог	tax	Мы платим налоги.|We pay taxes.
захотеть	want	А потом Боря захотел в туалет.|And then Borya wanted to go to the toilet.
сведение/сведение	information   (the first syllable stressed), resolution  (the second syllable stressed)	В письме содержались сведения семейно-бытового характера.|The letter contained information about family and community.
конфликт	conflict	По этой причине часто возникают конфликты.|This is why conflicts often arise.
культурный	cultural	Петербург по-прежнему культурная столица России.|St Petersburg is still the cultural capital of Russia.
середина	middle	Выставка продлится до середины марта.|The exhibition is on until the middle of March.
подарок	gift	Какой самый оригинальный подарок ты получал?|What’s the most original gift that you’ve received?
прекрасно	fine, perfectly, well	Я ее прекрасно знаю, она раньше у нас работала.|I know her very well; she used to work for us.
предыдущий	previous	А теперь перечитай предыдущий абзац.|And now read the previous paragraph again.
ранний	early	Стояла ранняя весна.|It was early spring.
расчёт	calculation	Неужели я ошибся в своих расчетах?|Surely I haven’t got my calculations wrong?
запах	odour, aroma	Я ощутил знакомый запах духов.|I could sense the familiar aroma of perfume.
ездить	ride, travel	Я постоянно езжу по разным странам.|I constantly travel to different countries.
пожалуй	I think, probably	Ты, пожалуй, прав, это роза.|I think you’re right: it’s a rose.
преступление	crime	Все указывало на то, что оба преступления совершил один и тот же человек.|Everything suggested that both crimes had been carried out by the same person.
терять	lose	Я трижды теряла ключи от квартиры.|I’ve lost the keys to the flat three times.
обращение	appeal, appointment	В тяжелых случаях необходимо обращение к врачу.|In severe cases you should make an appointment to see a doctor.
бедный	poor	Я рос в бедной семье.|I grew up in  a poor family.
камера	camera, cell	Он провел три месяца в переполненной камере|He spent three months in an overcrowded cell.
внутри	inside	Что находится внутри этой коробки?|What’s inside the box?
рад	happy, glad	Я был очень рад Вашему письму.|I was happy to receive your letter.
столица	capital	Чемпионат мира 1969 года проходил в столице Кубы Гаване.|The 1969 World Championship took place in the Cuban capital Havana.
менять	change	Русское Радио-2 меняет название.|Russian Radio-2 is changing its name.
торговля	trade	В последнее время торговля идет не очень успешно.|Trade hasn’t been very successful recently.
больница	hospital	Ее состояние ухудшилось и она попала в больницу.|Her condition became worse and she ended up in hospital.
тайна	mystery, secret	Воскресение из мертвых — великая тайна.|Resurrection is a great mystery.
эпоха	epoch, era	В Европе наступила эпоха Возрождения.|The Renaissance era began in Europe.
запрещать	prohibit	Надо ли запрещать рекламу пива?|Should the advertising of beer be prohibited?
почему-то	for some reason, somehow	Его жена почему-то не поверила этой истории.|His wife somehow didn’t believe this story.
литературный	literary	В литературный язык входит новая терминология: компьютерная, спортивная, финансовая.|New terminology (from computing, sport and finance) is entering the literary language.
выполнение	accomplishment, doing	У вас возникали трудности при выполнении домашнего задания?|Did you have any difficulties doing your homework?
выставка	exhibition	В Москве прошла Международная выставка городской моды µДжинсы¶.|The international exhibition of urban fashion ‘Jeans’ was held in Moscow.
научиться	learn	Я научилась плавать.|I learned to swim.
выпуск	edition, production	Компания намерена наладить серийный выпуск таких автомобилей к началу следующего года.|The company intends to establish serial production of these cars by the start of next year.
протягивать	give, stretch	Адвокат протянул руку и нажал кнопку автоответчика.|The lawyer stretched out his arm and pressed a button on the answering machine.
уважение	respect	Он потерял уважение одних, но заслужил уважение других.|He lost the respect of some, but gained the respect of others.
задумываться	think deeply	Все это заставило меня глубоко задуматься.|All of this got me to think deeply.
вносить	bring in	Лиза внесла в комнату поднос с кофейником и чашками.|Lisa brought  a tray with a coffee pot and some cups into the room.
буква	letter	Даша уже знает буквы µо¶, µд¶ и µм¶.|Dasha already knows the letters ‘o’ , ‘d’ and ‘m’ .
последствие	consequence	Маленькие дети не могут оценивать возможные последствия своих действий.|Young children are unable to appreciate the possible consequences of their actions.
понятно	clear(ly)	Я вам понятно объяснил?|Did I explain it to you clearly?
творческий	creative	Между нами установились отношения не мастера и ученика, а двух творческих личностей, коллег.|Our relationship wasn’t one of a master and his pupil but one of two creative beings, colleagues.
изображение	image, picture	Учительница расставила на доске картинки с изображениями животных.|The teacher put pictures of animals on the board.
материальный	material	В нашем мире материальному благополучию уделяется основное внимание.|In our world most attention is given to material well-being.
учебный	learning, training	Роль библиотекаря — быть помощником в учебном процессе.|A librarian’s role is to assist in the learning process.
заключение	setting up, conclusion,  imprisonment	Ей дали шесть месяцев тюремного заключения.|She was given six months in prison.
признаваться	confess	Преступник признался в краже драгоценностей.|The criminal confessed to stealing the jewellery.
похоже	it seems that, it looks like	Да, похоже, что это и боссу было известно.|Yes, it seems that even the boss knew about it.
железный	iron	Полина снова стала стучать в железную дверь.|Polina once again knocked on the iron door.
деталь	detail, part	Они рассказывали, дополняя друг друга и уточняя детали.|They spoke, complementing one another and clarifying the details.
серый	grey	В дверях он столкнулся с человеком в сером костюме.|He bumped into a man wearing a grey suit in the doorway.
автобус	bus	Последний автобус в аэропорт отправляется в 21.30.|The last bus to the airport leaves at 21:30.
воспоминание	remembrance,   memory	На старика снова нахлынули воспоминания.|Memories of the old man came flooding back.
человечество	humanity, mankind	Историки утверждают, что история человечества — это череда больших и малых войн.|Historians claim that the history of mankind is the alternation of major and minor wars.
корпус	block, building, body, corps,  corpus (linguistics)	В западном и южном корпусах гостиницы намечен ремонт 675 номеров.|675 rooms in the south and west blocks of the hotel are to be refurbished.
вкус	taste, flavour	Это придаст напитку необычный вкус.|This gives the drink an unusual taste.
заседание	meeting	11 ноября состоится заседание специальной комиссии в Госдуме.|There will be a meeting of a special committee in the State Duma on the 11th of November.
спустя	later, after	Больной уходит, мгновение спустя раздается грохот.|The patient leaves, and a moment later a clatter is heard.
миллиард	billion	Ученые говорят, что Вселенная существует около 20 миллиардов лет.|Scientists say that the Universe has existed for 20 billion years.
недостаток	disadvantage, shortage	Для всех очевидно, что в стране недостаток продовольствия.|It is obvious to everyone that there is a food shortage in the country.
держаться	hold, keep	Ему посоветовали держаться правой стороны.|He was advised to keep to  the right.
заранее	beforehand, earlier	Билет на поезд до дома я купил заранее.|I got my train ticket home beforehand.
перспектива	perspective	Для женщин Афганистана открылись новые перспективы.|There are new perspectives for Afghan women.
отделение	department, separation	Он напомнил, что отделение церкви от государства прописано в Конституции.|He reminded us that the separation of the church from the state was written in the Constitution.
ссылка	reference, exile	Он был отправлен в ссылку.|He was sent into exile.
конференция	conference	В Тбилиси проходила конференция µОптимизм советской литературы¶.|A conference on the theme ‘Optimism in Soviet Literature’ took place in Tbilisi.
дарить	present	В Новый год все друг другу дарят подарки.|Everyone gives presents to each other at New Year.
спускаться	descend	Солнце спускалось за горизонт.|The sun descended beyond the horizon.
спасти	rescue, save	Вакцины спасли человечество от многих опасных инфекционных заболеваний.|Vaccines have saved mankind from many dangerous infectious diseases.
разрешение	permission, resolution	Мониторы с высоким разрешением всегда удобнее для глаз.|High-resolution monitors are always better for your eyes.
тяжело	hard, heavily	Автомобиль тяжело нагружен.|The car was heavily loaded.
мощный	powerful	У меня есть моторная лодка с очень мощным двигателем.|I have  a motorboat with a very powerful engine.
обед	lunch	Он заплатил за обед.|He paid for lunch.
угроза	threat	Существовала серьезная угроза целой улице, но пламя благополучно погасили.|The whole street was under serious threat, but fortunately they managed to extinguish the fire.
изучение	study, research	Он внес большой вклад в изучении растений Арктики.|He has made  a considerable contribution to research on Arctic plants.
производить	produce	Сегодня компания производит богатый ассортимент молочных продуктов.|Today the company produces a wide range of dairy products.
просьба	request, ask	0ама Сергея обратилась к нам с просьбой помочь ее четырнадцатилетнему сыну.|Sergey’s mum asked us to help her fourteen-year-old son.
эффективный	effective	Это очень эффективный метод.|This is a very effective method.
набирать	gain, recruit, dial, fill	Несколько раз она набирала номер Вадима.|She dialed Vadim’s number several times.
вход	entrance, log-in	Моя квартира имеет отдельный вход.|My flat has a separate entrance.
нижний	lower, bottom	Лифт стоял на нижнем этаже.|The lift was on the bottom floor.
отряд	group, squad	Через несколько месяцев Беляева зачислили в отряд космонавтов.|A few months later Belayev was enlisted among a group of cosmonauts.
скажем	let us say, say	Стоит ли отправлять в летний лагерь маленьких детей, скажем, пятиклассников?|Is it worth sending young children, say, those in year five to summer camp?
южный	southern	Нас отправляют на южный полюс для проведения исследований.|We are being sent to the South Pole to carry out research.
телевизор	television	Они вообще не смотрят телевизор.|They don’t watch television at all.
водка	vodka	Он выпил водки, закурил и сел у окна.|He drank some vodka, lit a cigarette and sat down by the window.
вес	weight	Сейчас мой вес 61 кг.|My current weight is 61 kg.
дед	grandfather	Их деды воевали на фронтах Великой Отечественной.|Their grandfathers fought on the front line during the Second World War.
пропадать	disappear, be lost	У Михаила Николаевича пропали ключи от сейфа.|Mikhail Nikolaevich has lost the keys to the safe.
