el/la	the	el diccionario tenía también frases útiles|the dictionary also had useful phrases
observar	to observe	¿Has observado algún cambio?|Have you observed any changes?
precio	price, cost, value	¡Lleven tres al precio de uno!|Get three for the price of one!
verdadero	true, real	cuyo verdadero nombre nadie conocía|whose real name was known by no one
soler	to be accustomed to	en las noches cálidas, la familia suele reunirse en el patio|on warm evenings, the family is accustomed to gathering on the patio
crecer	to grow, increase	nació y creció el muchacho en Colombia|the boy was born and grew up in Colombia
elegir	to choose, elect	los caminos son muchos y hay que elegir el mejor|there are many roads and you have to choose the best one
francés	French	era una auténtica señora francesa|she was an authentic French woman
demostrar	to show, demonstrate	Todos me escuchaban inmóviles, para demostrar la maquina nueva.|Everyone was listening to me without moving, as I demonstrated the new machine.
oportunidad	opportunity, chance	ahora teníamos la oportunidad de aprovechar nuestra experiencia|now we had the opportunity to take advantage of our experience
conocimiento	knowledge	desplegó un conocimiento variado de las costumbres del país|he displayed a deep knowledge of the country’s customs
producción	production	podían controlar la producción del oro de sus minas|they could control the production of gold from their mines
objeto	object, thing	será objeto de estudio para las predicciones meteorológicas|it will be an object of study for weather forecasts
mirada	gaze, look	refleja una mirada límpida, inocente y sorprendida|it reflects a pure, innocent, and surprised look
autoridad	authority	la autoridad no se impone, se gana con el respeto|authority is not commanded, it is won with respect
preparar	to prepare	todos los ingredientes para preparar un plato notable|all the ingredients to prepare a memorable dish
valer	to be worth, cost	¡Estas joyas tienen que valer muchos millones!|This jewelry has to be worth millions!
mundial	worldwide	París era el centro mundial de las bellas letras|Paris was the worldwide center of fine art
regresar	to return (to a place)	luego de catorce días, regresó a su casa|after fourteen days, he returned home
significar	to mean	la paloma azul debía significar la libertad|the blue dove should signify liberty
interesar	to interest	no le interesa conocer el mundo|she is not interested in knowing the world
matar	to kill	¡Mata la cucaracha con tu zapato!|Kill the cockroach with your shoe!
área	area, zone	encerrando un área circular de unos treinta metros de diámetro|they enclosed a circular area of about thirty meters in diameter
opinión	opinion, view	¿Cuál es su opinión sobre el gobierno español?|What is your opinion about the Spanish government?
compartir	to share	espero que compartas tu jubilación conmigo|I hope that you share your retirement funds with me
cuánto	how much?	¿Cuánto tiempo querías? ¿Una eternidad?|How much time did you want? An eternity?
capital	capital; city (f), money (m)	Praga es la capital de la República Checa|Prague is the capital of the Czech Republic
cabo	end, bit; llevar a c.: to carry out	llevó a cabo un importante trabajo científico|he completed a major scientific work
inglés	English	y no tardó en dominar la lengua inglesa|it didn’t take him long to learn the English language
fácil	easy	no es fácil explicar con precisión lo que sucedió|it is not easy to explain with great accuracy what happened
partir	to divide, leave; a p. de: starting	lo partió por la mitad|he cut it in half
lengua	language, tongue, strip (of land)	Góngora es uno de los máximos poetas de la lengua castellana|Gongora is one of the greatest poets of the Castillian language
curso	course, direction	después, hice el curso de literatura contemporánea|afterwards, I took the course in contemporary literature
mandar	to send, order	la primera carta que Rita nos mandó de Francia|the first letter Rita sent us from France
término	term (language), end	cuelga sin terminar la conversación|he hangs up without finishing the conversation
decisión	decision	es difícil tomar una decisión como ésta|it is difficult to make a decision like that
dolor	pain, ache, sorrow	se levantó quejándose de un dolor de espalda|she woke up complaining of a pain in her back
director	director, manager, principal	El director ejerce este control de cada departamento.|The director exercises this control over each department.
participar	to participate	me quería meter en eso, participar y trabajar en todo eso|I wanted to be involved, to participate and work in all of that
causa	cause	la barrera puede romperse a intervalos por causa de las olas altas|the barrier can break at some sections because of the high waves
personaje	character (e.g. movie)	es difícil comprenderlo porque era un personaje muy complicado|it was difficult to understand him because he was a complicated character
rostro	face, countenance	su rostro nunca parece cambiar de expresión|his face never seems to change expression
ocasión	opportunity, occasion	no se puede perder esta ocasión porque es la última|you can’t miss this chance because it is the last one
página	page	cojo el periódico y leo primero las páginas deportivas|I pick up the newspaper and read the sports pages first
atrás	back, behind, ago	se olvidaba de mirar hacia atrás o hacia los lados|she forgot to look behind her and to both sides
llenar	to fill	un espacio se puede llenar con muchos elementos bonitos|you can fill a room with many beautiful artifacts
esfuerzo	effort, endeavor	no ha sido vano su esfuerzo|it has not been an effort in vain
maestro	teacher (m), master	el político no es maestro de escuela, moralista, ni pensador|the politician is not a school teacher, moralist, or thinker
siete	seven	aprobó el cursillo “Cómo ser feliz en siete días”|she approved the workshop “How to be happy in seven days”
enfermedad	illness, sickness	dirían que el rock es una enfermedad de la juventud|they would say that rock and roll is a sickness of youth
teatro	theater, drama	amalgamaban las bellas artes, la literatura, el teatro, y la música|they combined the beautiful arts, literature, theatre, and music
acompañar	to accompany	deberá acompañar a la novia a la iglesia|he should accompany the bride to the church
estilo	style	la casa era de estilo antiguo, con una gran galería al frente|the house was of an antique style, with a big porch in the front
construir	to construct, build	a él le gusta construir modelos diminutos de carros|he likes to construct miniature model cars
cama	bed (furniture)	no podía dormir en esa cama pequeña|I couldn’t sleep in that small bed
enseñar	to teach, show	¿Qué objeto tiene enseñar química en Secundaria?|What is the purpose of teaching chemistry in middle school?
cubrir	to cover	se cubre el rostro con un pañuelo|she covers her face with a handkerchief
siquiera	even (if)	ni siquiera ha preguntado mi nombre|he hasn’t even asked my name
salud	health	ayudan a elevar el nivel de salud a través de la alimentación|they help elevate the level of health through good nutrition
oficial	official, authorized	El idioma oficial es el Español pero predominan dialectos indígenas.|The official language is Spanish but native dialects are dominant.
presencia	presence, appearance	un ruido advirtió la presencia de los ladrones en la casa|a noise warned of the presence of thieves in the house
interesante	interesting	te quieren contar cosas interesantes que te diviertan|they want to tell you interesting things that you will enjoy
ayer	yesterday	ayer se levantó temprano|yesterday I got up early
central	central	puede afectar la piel y el sistema nervioso central|it can affect the skin and the central nervous system
comunicación	communication	la falta de comunicación es nuestra principal limitación|the lack of communication is our biggest limitation
cielo	sky, heaven, ceiling	cree ver en el cielo una nube negra|I think I saw a dark cloud in the sky
control	control	sin ese control, se ha vuelto salvaje|without that control, he has become wild
niña	child, young girl	comenzó a llorar como una niña pequeña|she began to cry like a little child
mal	evil	reflejaba la eterna lucha entre el bien y el mal|it reflected on the eternal struggle between good and evil
norte	north	creo que en el norte y el centro del país se ha logrado eso|I believe that in the north part and the center of the country they have succeeded
plan	plan	nos explicó que tenía preparado un plan infalible|he explained to us that he had an infallible plan
entregar	to deliver	entregó el paquete a las criaturas|he delivered the package to the children
carta	letter, (playing) card	comienza a leer la carta|she starts to read the letter
colegio	(high) school, college	Asistía un colegio en el Perú.|I attended high school in Peru.
policía	police, police force, police officer	el policía dirigió el tráfico después del partido|the police officer directed traffic after the game
llorar	to cry	lloraba, y se limpió los ojos con la servilleta|she cried and wiped her eyes with a napkin
enorme	enormous, vast	hay una enorme cantidad de cuadros muy significativos|there is an enormous number of significant paintings
figura	figure	patina en figura ocho|she skated in a figure of eight
capacidad	capacity	tenía una gran capacidad para entender los tiempos nuevos|he had a great ability to understand the new times
comentar	to comment on	buscamos el manuscrito para comentar algunos pasajes|we looked for the manuscript so that we could comment on some of the passages
orientar	to guide, show the way	tuve que orientar a un joven al parque|I had to show a young man the way to the park
afirmar	to assert, affirm	afirmó que pertenecía a una buena clase de hombre|he declared that he belonged to a good class of man
calidad	quality	para mejorar la calidad de vida de los mexicanos|in order to better the Mexican quality of life
compañía	company	la compañía de teléfonos fue un monopolio de Estado|the telephone company was a government monopoly
jamás	never	¡Jamás he visto cosa más grandiosa y sensacional!|I have never seen something so grand or sensational!
fuente	source, fountain	Encontró la fuente de su inspiración en españa.|He found the source of his inspiration in Spain.
ocho	eight	entre las siete y media, ocho de la mañana|between seven thirty and eight in the morning
tamaño	size, dimension	volvió con un paquetón de papas fritas de tamaño gigante|she returned with a huge box of French fries
materia	matter, subject	en materia musical, la tecnología ha sufrido un receso|in matters of music, technology has suffered a downturn
doctor	doctor	su salud decayó y el doctor le recomendó una vida más tranquila|his health declined and his doctor recommended a more tranquil life
capaz	capable, able	¿Es usted capaz de describir su propia carrera?|Can you describe your own career?
dirección	direction, address	luego desearíamos navegar en dirección a otras estrellas|in the future we would like to fly in the direction of other stars
aumentar	to increase	el primer objetivo es aumentar el número de visitantes|the first objective is to increase the number of visitors
superior	superior, upper	una cantidad de dinero superior a su sueldo anual|a greater amount of money than his annual salary
responsable	responsible	siempre me sentí responsable de nuestra separación|I always felt responsible for our separation
casar	to marry	se casó a los quince años con el dueño de una peluquería|she got married when she was fifteen to the owner of a hair salon
prueba	proof, trial, test	fue prueba de fidelidad y confianza conyugal|it was proof of the loyalty and trust in their marriage
mediante	by means of	se salvó mediante el remedio ése|he saved himself by means of that remedy
cuarto	room, chamber	fue descubierto en un cuarto del Hotel Palacio|he was discovered in a room at the Palace Hotel
abierto	open, unlocked	dormía con un ojo abierto|he slept with one eye open
desaparecer	to disappear, vanish	se hizo desaparecer en la oscuridad|he made himself disappear in the darkness
contrario	contrary, opposite	no nos oprime, es justo lo contrario, nos da la libertad|it doesn’t oppress us, it’s just the opposite, it gives us freedom
objetivo	objective	su objetivo es promover las ventas|his objective is to promote sales
obligar	to obligate, force	me obligó a terminar la novela|he forced me to finish the story
julio	July	¿Que vamos a tener el cuatro de julio, el día de la independencia?|What are we going to have on the fourth of July, Independence Day?
importancia	importance	¿Qué proyectos de importancia tiene en su agenda?|What important projects are on your agenda?
sur	south	es una isla que queda al sur del continente|it is an island that is located to the south of the continent
asunto	matter, issue, affair	se ha creado una gran polémica sobre el asunto|the matter has caused great controversy
medida	measure; a m. que: to the extent	no sé en qué medida nos afectará|I don’t know to what extent it will affect us
energía	energy, power	no encontró ni las palabras ni la energía para hacerlo|he couldn’t find the words or the energy to do the task
impuestos	taxes	uno no pagaimpuestos por creer en la necesidad de hacerlo|one doesn’t pay taxes because of belief in the necessity of doing so
apoyar	to support, lean on	los municipios deben apoyar la educación|the local governments should support education
posición	position	Vi que mi posición en aquel momento era inútil.|I saw that in that moment my position was not helpful.
quitar	to remove, take away	el papel decorativo es muy dificil de quitar de la pared|wallpaper is very difficult to remove from the wall
contestar	to answer, reply	no puede contestar esta pregunta|he cannot answer the question
piel	skin, hide, fur	tenía la piel muy sucia, por eso me duché|my skin was very dirty, so I took a shower
provocar	to cause, provoke	la brisa provoca una blanca lluvia de flores|the breeze causes a white rain of flowers
alma	soul	En el fondo de su alma se encendió un deseo en ayudar a los pobres.|She had a burning desire in her soul to help the needy.
acto	act, action	ser culto es, para mí, un acto voluntario|being cultured is, for me, a voluntary act
década	decade	el láser fue desarrollado en las décadas de 1950 y 1960|the laser was developed during the 1950s and 1960s
mamá	mom	su madre también es una profesora preescolar|her mother is also a preschool teacher
mío	mine	quiere otro café igual al mío|he wants another coffee the same as mine
dólar	dollar	156 pesetas equivalían a un dólar estadounidense en 1999|156 pesetas was equal to one US dollar in 1999
origen	origin, cause	las mesas redondas de origen griego surgieron en el período helenístico|the round tables of Greek origin began during the Hellenistic period
depender	to depend on	no me gusta depender de otra gente|I do not like to depend on other people
abandonar	to abandon, leave (a place)	cuánto nos dolerá abandonar este lugar que tanto amamos|it will hurt a lot to leave the place we love so much
fijar	to set, fix, [se] notice	lo primero que hizo fue fijar fecha definitiva|the first thing he did was set the definite date
profesional	professional	como entrar en alguna carrera y tener éxito profesional|like starting into a career and having professional success
reír	to laugh (at)	se rió, como si hubiera dicho algo muy chistoso|he laughed, as if something very funny had been said
lleno	full, filled	joven y lleno de esperanzas por una vida mejor|young and full of hope for a better life
tirar	to throw, pull	el público se puso furioso y nos tiró tomates|the public was furious and threw tomatoes at us
período	period, time	estamos en un período histórico especial|we are in a special historical time
guardar	to keep, save	lo voy a guardar debajo de mi colchón|I am going to keep it under my mattress
negocio	business, transaction	a base de negocios ilícitos acumuló una fortuna grande|based on illicit business transactions he accumulated a huge fortune
material	material, element	lo invisible está más allá de lo material|the invisible is beyond the material
arriba	up, above	desde arriba yo veía a mis dos hijas|from above I could see my two daughters
gritar	to shout	¡Tápate la cabeza! gritó una voz a mi lado|Cover your head! shouted a voice next to me
médico	doctor	con los problemas de salud, hable con su médico de familia|for health problems, speak with your family doctor
domingo	Sunday	asistía a la iglesia los domingos|she went to church on Sundays
peor	worse, worst	fue el peor desastre del año|it was the worst disaster of the year
os	you (obj-pl/+fam)	os he visto a los dos en esa tienda|I have seen the two of you in that store
notar	to notice	volví a notar esos extraños ruidos en el callejón|I noticed the strange sounds coming from the alley again
institución	institution	esta universidad es la mejor institución en este estado|this university is the best institution in this state
surgir	to appear, spring (forth)	veía las nubes surgir sobre las montañas|he watched the clouds appear over the mountains
expresar	to express	ya expresó su opinión contraria|he already expressed his contrary opinion
amar	to love	cuánto amaba a ese muchachito hermoso|she loved that beautiful boy so much
vestir	to wear, dress	vistió el abrigo, y se enrolló la bufanda|he wore his jacket, and wrapped a scarf around his neck
físico	physical	recuperaron la salud mediante ejercicio físico|they recovered their health through physical exercise
cubano	Cuban	yo aproveché para encender un buen tabaco cubano|I took the opportunity to light a good Cuban cigar
enviar	to send	para enviarle dinero a Pancho|to send money to Pancho
modelo	model, pattern	¿Alguna vez has sido modelo de un pintor?|Have you ever been a model for a painter?
parar	to stop (moving)	me parece que se le paró el reloj|it seems to me that your watch has stopped
rey	king	El Rey Juan Carlos y la Reina Sofía son populares por todo el mundo|King Juan Carlos and Queen Sofia are popular throughout the world
éxito	success	tiene mucho éxito con sus piezas teatrales|she has much success with her theatrical pieces
constituir	to constitute, consist of	los miembros que pueden constituir un sector competitivo|the members that make up the competitive sector
cuanto	en c. a: in terms of, regarding	hoy hay más apatía en cuanto a estas cuestiones|today there is more apathy regarding these questions
generar	to generate	Espero poder generar nuevos modos de pensamiento.|I hope to be able to generate new ways of thinking.
naturaleza	nature, character	tiene una naturaleza racional|she has a rational nature
preferir	to prefer	en realidad prefiero una buena hamburguesa con una Coca-Cola|in reality I prefer a good hamburger with a Coke
cultural	cultural	por la supremacía económica, cultural, lingüística sobre los otros|for their economic, cultural, and linguistic supremacy over others
conjunto	group, set	para mí, fue el conjunto de cosas el que no me gustó|for me, it was the combination of things that I didn’t like
dedo	finger, toe, digit	el juez tocó los papeles con la yema del dedo|the judge touched the papers with the tip of his finger
cantar	to sing	comenzó a cantar con una voz muy dulce|he began to sing in a very sweet voice
futuro	future	un futuro que deseamos construir entre todos|a future that we all want to build
proponer	to propose	le voy a proponer que nos casemos|I am going to propose to her
título	title, heading	esa novela tiene también otro título|that story also has another title
europeo	European	hay una gran influencia eurpea en sudamerica|there is a large european influence in South America
adelante	forward, further	el gobierno sigue adelante con el proyecto|the government is moving forward with the project
suerte	luck, fortune	tengo mucha suerte en mi vida|I have a lot of luck in my life
pensamiento	thought, thinking	un pensamiento extraño nació en mi mente|a strange thought occurred to me
ventana	window	cubre la ventana con la cortina|cover the window with the curtain
jefe	leader, boss, manager	es el jefe de una nueva tribu|he is the leader of a new tribe
chico	boy	mostró la estatura de un chico de seis a siete años|he had the height of a six- or seven-year-old boy
banco	(financial) bank, bench	el Banco de México garantiza una parte del crédito|the Bank of Mexico guarantees part of the loan
ambiente	environment, atmosphere	un ambiente silencioso le ayudó para concentrarse|a silent environment helps her concentrate
lanzar	to throw, launch	lanzaba la pelota de futbol americano para practicar antes del juego|he used to throw the football as practice before games
simplemente	simply, just	me visitan simplemente por ser familia|they visit me just because they are family
permanecer	to stay, remain	me gustaría permanecer aquí|I would like to remain here
romper	to break	no quería romper la unidad de la familia|he did not want to break up the unity of the family
local	local	el nuevo parque está abierto a todos los turistas y residentes locales|the new park is open for all the tourists and local residents
novela	novel	estaba leyendo una novela de terror|he was reading a horror novel
extraño	strange, foreign	había un extraño olor de azúcar quemada|there was a strange smell of burnt sugar
privado	private	los sectores públicos y privados han reducido sus obligaciones|the public and private sectors have reduced their obligations
ciencia	science, knowledge	han sostenido que incluso la ciencia no es tan racional como se supone|he has discovered that in fact science is not as rational as one thinks
flor	flower	Mi flor favorita es la rosa. ¿Cual es la tuya?|My favorite flower is the rose. What is yours?
estructura	structure	está sustentada por una estructura reticular de tubos de acero|it is supported by a lattice structure of steel tubes
duro	hard	respecto a la transferencia de archivos desde disco duro a tablet|concerning the transfer of files from hard disk to a tablet
común	common	el talento no es una cosa muy común|talent is not a very common thing
pena	trouble; valer la p.: be of worth	esa es una cosa que sí vale la pena recordarla|that is something that is worth remembering
red	network, net, system	se hace pública y pasa a ser difundida por toda la red|it becomes public and is spread throughout the whole network
pieza	piece, part	el huarache es una pieza de pan mexicano cortado por la mitad|the huarache is a piece of Mexican bread cut in half
golpe	hit, strike, punch	me dio un golpe en el brazo|he gave me a punch on the arm
economía	economy, economics, thriftiness	para gastar en obras públicas y reactivar la economía|to spend money in public works and stimulate the economy
árbol	tree	las ramas del árbol, que dan sombra|the tree branches that give shade
literatura	literature	es un libro de la literatura sudamericana|It is a book of South American literature
defender	to defend, protect	debemos defender nuestros derechos|we should defend our rights
cuidar	to take care of	debería cuidar más las flores|he should take better care of the flowers
informar	to inform	pero alguien le informó que ya se había ido|but someone informed her that he had already left
texto	text	¿Has leído el texto para mañana?|Have you read the text for tomorrow?
elección	election, choice	este año tendremos elección de 10 gobernadores|this year we will have the election of 10 governors
cortar	to cut	salió al jardín y cortó el tallo más largo de su rosal|she went to her garden and cut the longest stemmed rose from her rose bush
fecha	date, day	Nunca se te olvida la fecha de tu naciemento.|You never forget the date of your own birthday.
especialmente	especially	no era especialmente devota del amor entre compañeros de trabajo|he was not especially a fan of love between co-workers
profundo	deep, profound	el mejor y más profundo conocimiento del poeta|the best and most profound understanding of the poet
conocido	known, well known	Velázquez fue también un pintor muy conocido en Sevilla|Velazquez was also a well-known painter in Seville
unir	to unite, join (together)	lo que está unido aquí, no lo separe el hombre|what is joined here, let no man separate
alemán	German	Los alemanes ganaron contra Argentina en el ultimo juego.|The Germans beat Argentina in the last game.
actuar	to act	esa manera de actuar no es aceptable|that way of acting is inappropriate
salvar	to save, rescue	la amaba porque le había salvado la vida|she loved him because he had saved her life
aplicar	to apply	se aplicó mucho en los estudios|she really applied herself to her studies
extranjero	foreigner	conoce a los extranjeros de distintos países|he knows foreigners from different countries
respecto	con r. a: regarding	los grupos varían con respecto al número que lo componen|the groups vary with respect to their numbers
entrada	entrance, admission ticket	llegamos nada más hasta la entrada de la casa|we only made it to the entrance of the house
planta	plant, floor	ninguna planta capaz de dar frutos puede crecer sobre esta tierra|no plant capable of giving fruit will be able to grow on that land
hija	daughter	es hija de padres divorciados|she is the daughter of divorced parents
negar	to deny, refuse	no puedo negar esta evidencia|I cannot deny this evidence
recuerdo	memory, keepsake	es la memoria, el recuerdo de la experiencia vivida|it is a keepsake, a memory of a life experience
avanzar	to advance, progress	una procesión que avanza por la avenida|a procession that moves forward down the avenue
consecuencia	consequence	la obstrucción se produce como consecuencia de grasas|the obstruction was produced as a consequence of fats
piedra	stone, rock	ella tiene una coleccion de piedras de todos los lugares que ha visitado|she has a collection of rocks from all the places she has been
costar	to cost, be hard	la pensión les costaba más o menos seis mil pesos|the pension cost them more or less six thousand dollars
pierna	leg	tenían las piernas y el cuerpo adaptados para caminar erguidos|they had the legs and body adapted to walk upright
funcionar	to work, function	un sistema hidráulico que funcionaba a través de estanques de agua|a hydraulic system that functioned with stagnant water
pared	(interior) wall	en la pared se ve colgada una pintura|there is a painting hanging on the wall
motivo	motive, cause	revelan el motivo de la construcción de las pirámides|they revealed the motive behind the construction of the pyramids
deseo	desire, wish	tienen gran entusiasmo y deseo de participar activamente|he has great desire and enthusiasm to actively participate
suficiente	sufficient, enough	no tuvo el tiempo suficiente para ejecutar sus proyectos|he didn’t have enough time to carry out his plans
ropa	clothes, clothing	está vestida de ropa deportiva|he was dressed in sports clothes
abuela	grandmother	La madre de mi madre, mi abuela, es de España.|My mother’s mother, my grandmother, is from Spain.
ayuda	help, aid	para que las personas afectadas puedan recibir la ayuda que necesitan|so that affected people can receive the help they need
anunciar	to announce, advertise	le oí anunciar la llegada de su invitado|I heard them announce the arrival of their guest
reunir	to gather, meet, collect	le permitieron reunir una fortuna de proporciones grotescas|they allowed him to gather a wealth of grotesque proportions
disponer	to have means, dispose	el enemigo dispone de tropas y armas|the enemy has troops and weapons at his disposal
abajo	down, below, downward	¿Se podría echar abajo la alianza opositora?|Can we bring down the opposing alliance?
sostener	to support, hold up	subimos a la plataforma que sostenía la cama|we climbed on the platform that held the bed
popular	popular	¿Se trata de música popular o culta?|Is it about popular or highbrow music?
precisamente	precisely	este es precisamente el problema|this is precisely the problem
visitar	to visit	me gustaría visitar Los Ángeles|I would like to visit Los Angeles
construcción	construction	suelen instalarse durante la construcción del edificio|they are usually installed during the construction of the building
contener	to contain	una dieta que no contenga las cosas que te llevan a ser gordo|a diet that does not include the things that make you fat
estudiante	student	era suficiente para una estudiante de cuarto curso|it was sufficient for a fourth-year student
fiesta	party, feast	¿Le gustaría celebrar su fiesta de cumpleaños en mi casa?|Would you like to have your birthday party at my house?
lucha	fight, struggle, wrestle	la lucha contra el desempleo es la principal prioridad|the fight against unemployment is our main priority
metro	meter, subway	produce kilogramos de vegetales por metro cuadrado|he produces kilograms of vegetables per square meter
mañana	tomorrow	¿Entonces mañana va a correr en el parque otra vez?|So tomorrow are you going to run in the park again?
rato	moment, while, time	cuando hacía buen tiempo, se paseaba un rato sola por el parque|when the weather was nice, she took a moment alone to walk in the park
colocar	to place, position	colocó las rosas dentro del jarrón|she placed the roses in the vase
oscuro	dark, obscure	estás en el punto más oscuro del bosque|you are in the darkest part of the forest
sombra	shade, shadow	tomó la siesta a la sombra de los árboles|he took a nap in the shade of the trees
expresión	expression	Johnny cambió su sonrisa por una expresión concentrada|Johnny changed his smile to an expression of concentration
separar	to separate	sonrió sin separar los labios|she smiled without opening her lips
plaza	square, marketplace	hay una muchedumbre bailando en la plaza principal|there is a crowd dancing in the main plaza
vivo	alive, bright	el país está musicalmente vivo y palpitante|the country is alive and vibrating with music
vecino	neighbor	permiten que los vecinos construyan sus viviendas en los barrios|they permit their neighbors to build their houses in the district
pretender	to attempt	no sale siempre lo que uno pretende|you do not always succeed in what you attempt
isla	island	Es de las islas británicas.|She is from the British Isles.
azul	blue	los colores básicos son azul, amarillo, verde y rojo|the basic colors are blue, yellow, green and red
verde	green	los vegetales de hoja verde, como las espinacas y la col son saludables|the green leaf vegetables like spinach and cabbage are very healthy
carácter	personality, nature	es un hombre de carácter apacible, reflexive, y afectuoso|he is a man with a gentle, thoughtful, and affectionate personality
viento	wind, scent	un viento de huracán amenaza arrancar el techo|a hurricane wind threatens to rip off the roof
cruzar	to cross	¿Por qué el pollo cruzó la calle?|Why did the chicken cross the road?
completo	complete	tienes mi apoyo completo|you have my complete support
artista	artist, performer	el artista pintó también retratos de familias famosas|the artist also painted portraits of famous families
contacto	contact	nos mantendremos en contacto por vía telefónica|we will stay in contact by telephone
veinte	twenty	mide tres metros veinte centímetros|it measures three meters twenty centimeters
invitar	to invite	le voy a invitar a un café caliente|I am going to invite her for a cup of hot coffee
religioso	religious	un sentimiento religioso que expresa admiración|a religious sentiment that expresses admiration
cargo	position, charge, fee	¿Desde cuando ocupa usted el cargo de director musical?|Since when did you occupy the position of musical director?
nación	nation	celebramos la entrada del país en el grupo de naciones europeas|we celebrate the entrance of our country into the group of European nations
ministro	(government) secretary, minister	el Ministro de Hacienda dice que no hay mucho que negociar|the property minister says that there is not much to negotiate
televisión	TV, television	habrá transmisiones de televisión y radio|there will be television and radio transmissions
determinado	determined, fixed	se levantó con aire determinado para marcharse|he awoke determined to leave
memoria	memory	habla pausadamente, buscando en la memoria la palabra exacta|he speaks slowly, searching his memory for the exact word
recoger	to pick up	se inclinó hacia la derecha para recoger una maleta|she leaned to the right to pick up the suitcase
treinta	thirty	van a venir unas treinta personas|there are about thirty people coming
histórico	historical	el único manuscrito histórico con miniaturas del mundo bizantino|it is the only historical manuscript with miniatures from the Byzantine era
extender	to extend, spread	ella extiende sobre la mesita un mapa|she spreads out a map on the table
espíritu	spirit, ghost	son, en cambio, una muestra del mismo espíritu de intolerancia|they are, on the other hand, an example of the same spirit of intolerance
lejos	far (away, off)	ese sitio estaba lejos del pueblo|that site was far away from the village
mitad	half, middle	es un libro sobre la primera mitad del siglo|it is a book about the first half of the century
actitud	attitude	hay que tener siempre una actitud de alegria|one should always have a positive attitude
solución	solution, answer	no encontraría la solución a mis problemas|I would not find the solution to my problems
público	public, audience	lo que me motiva es el contacto con el público|what motivates me is the interaction with the public
basar	to base on, base upon	voy a basar el argumento en hechos concretos|I am going to base my argument on concrete facts
totalmente	totally, completely	el departamento estaba totalmente desnudo|the department was completely stripped
total	total, entire	el Estado tiene un total de 20 kilómetros de autopistas de peaje|the state has a total of 20 kilometers of toll roads
sala	room, hall	siempre vemos la tele en la sala|we always watch television in the living room
acerca	about, concerning	la importancia de educar a la poblaciónacercade la política|the importance of educating the public about politics
par	pair, couple (m); a la p.: at same time	acaba de comprar un par de zapatos|he just bought a pair of shoes
apoyo	support, backing	cuando necesité ayuda, ella volvió para darme su apoyo|when I needed help, she returned to give me her support
territorio	territory	el Amazona ocupa un territorio de 6.000.000 kilómetros cuadrados|the Amazon occupies a territory of 6,000,000 square kilometres
loco	crazy, insane	estos hijos de diablo van a volverme loco|these devilish children are going to drive me crazy
mensaje	message	cree que la visión del sueño fue un mensaje divino|he believes the vision from his dream was a divine message
unidad	unit, unity	las hermanas no quieren romper la unidad de la familia|the sisters did not want to break up the unity of the family
mexicano	Mexican	recibe su nombre del actual estado mexicano de Veracruz|it gets its name from the current Mexican state of Veracruz
práctica	practice, skill	para practicar otros deportes de montaña y de aventura|to practice other mountain and adventure sports
teoría	theory	¿Es un artículo acerca de la fusión nuclear o la Teoría de la Relatividad?|Is it an article based on nuclear fusion or the theory of relativity?
preocupar	to worry	cada día le preocupa más|she worries about it more each day
cuento	story, tale	le gustaría reproducirlo en cuentos y novelas|he would like to recreate them in stories and novels
exigir	to demand	exijo la perfección|I demand perfection
mejorar	to improve, get better	tienes que mejorar tus notas|you need to improve your grades
serio	serious	esa muchacha tiene un problema serio|that girl has a serious problem
edificio	building	el colegio tenía edificios de estilo colonial|the college had colonial-style buildings
técnica	technique, skill	la técnica de microdiálisis utiliza sondas|the microdialysis technique requires a catheter
noticia	news	¿Qué noticias tienen de la isla de Mallorca?|What news do you have from the island of Mallorca?
carne	meat, flesh	me gusta la carne más que las verduras|I like meat more than vegetables
moderno	modern	he escrito sobre el arte moderno|I have written about modern art
alumno	student, pupil	yo fui muy buen alumno en la matemática|I was a very good math student
oro	gold	a mí gustan los aretes de oro en vez de plata|I prefer gold earrings instead of silver ones
escritor	writer	de la pluma del escritor nacen los libros|books are born from the pen of the writer
papá	dad	en realidad su papá es trujillano y su madre de Lima|actually, his father is from Trujillo and his mother is from Lima
teléfono	phone, telephone	la llamé por teléfono y me dijo que recibió el mensaje|when I called her on the telephone she told me she received my message
resolver	to resolve, settle, work out	tenemos que resolver el conflicto|we have to resolve the conflict
concepto	concept	hoy tenemos un concepto muy museístico de la obra de arte|we now have a very museum-like concept of art
interior	interior, inside	el interior del edificio está vacío|the inside of the building is empty
rápido	quick, fast	vamos a buscar una solución lo más rápido posible|we will find a solution as quicky as possible
crisis	crisis	después tuvo un ataque de ansiedad, pero la crisis no fue tan severa|afterwards he had an anxiety attack, but the crisis wasn’t that severe
civil	civil	las preguntas efectuadas por miembros de una sociedad civil|the questions asked by members of a civil society
pelo	hair	era rubio y flaco, de pelo corto|he was blond and thin, with short hair
formación	formation, education	¿Cuál ha sido su formación formal?|What is your formal training?
simple	simple, mere, simpleminded	al principio papá lo veía como un simple juego|in the beginning dad saw it as a mere game
comercial	commercial, shopping	está empleado en una firma comercial importante|he is employed in an important commercial firm
riesgo	risk	lo preocupante para mí es el riesgo de que nos descubran|what worries me is the risk that they will find us
imponer	to impose, enforce	a menudo trataba de imponer su voluntad|every once in a while he tried to impose his will
fundamental	fundamental	es un paso fundamental en el proceso|It was a fundamental step in the process
